gtex_d	gtex_d_R1	gtex_d_R2
SRR2165937	SRR2165937_1.fastq.gz	SRR2165937_2.fastq.gz
SRR2165940	SRR2165940_1.fastq.gz	SRR2165940_2.fastq.gz
SRR2165954	SRR2165954_1.fastq.gz	SRR2165954_2.fastq.gz
SRR2165957	SRR2165957_1.fastq.gz	SRR2165957_2.fastq.gz
SRR2165960	SRR2165960_1.fastq.gz	SRR2165960_2.fastq.gz
SRR2165963	SRR2165963_1.fastq.gz	SRR2165963_2.fastq.gz
SRR2165968	SRR2165968_1.fastq.gz	SRR2165968_2.fastq.gz
SRR2165971	SRR2165971_1.fastq.gz	SRR2165971_2.fastq.gz
SRR2165980	SRR2165980_1.fastq.gz	SRR2165980_2.fastq.gz
SRR2165987	SRR2165987_1.fastq.gz	SRR2165987_2.fastq.gz
SRR2165990	SRR2165990_1.fastq.gz	SRR2165990_2.fastq.gz
SRR2165993	SRR2165993_1.fastq.gz	SRR2165993_2.fastq.gz
SRR2165996	SRR2165996_1.fastq.gz	SRR2165996_2.fastq.gz
SRR2165999	SRR2165999_1.fastq.gz	SRR2165999_2.fastq.gz
SRR2166006	SRR2166006_1.fastq.gz	SRR2166006_2.fastq.gz
SRR2166048	SRR2166048_1.fastq.gz	SRR2166048_2.fastq.gz
SRR2166052	SRR2166052_1.fastq.gz	SRR2166052_2.fastq.gz
SRR2166064	SRR2166064_1.fastq.gz	SRR2166064_2.fastq.gz
SRR2166102	SRR2166102_1.fastq.gz	SRR2166102_2.fastq.gz
SRR2166111	SRR2166111_1.fastq.gz	SRR2166111_2.fastq.gz
SRR2166114	SRR2166114_1.fastq.gz	SRR2166114_2.fastq.gz
SRR2166153	SRR2166153_1.fastq.gz	SRR2166153_2.fastq.gz
SRR2166156	SRR2166156_1.fastq.gz	SRR2166156_2.fastq.gz
SRR2166160	SRR2166160_1.fastq.gz	SRR2166160_2.fastq.gz
SRR2166163	SRR2166163_1.fastq.gz	SRR2166163_2.fastq.gz
SRR2166167	SRR2166167_1.fastq.gz	SRR2166167_2.fastq.gz
SRR2166170	SRR2166170_1.fastq.gz	SRR2166170_2.fastq.gz
SRR2166173	SRR2166173_1.fastq.gz	SRR2166173_2.fastq.gz
SRR2166176	SRR2166176_1.fastq.gz	SRR2166176_2.fastq.gz
SRR2166214	SRR2166214_1.fastq.gz	SRR2166214_2.fastq.gz
SRR2166256	SRR2166256_1.fastq.gz	SRR2166256_2.fastq.gz
SRR2166259	SRR2166259_1.fastq.gz	SRR2166259_2.fastq.gz
SRR2166262	SRR2166262_1.fastq.gz	SRR2166262_2.fastq.gz
SRR2166266	SRR2166266_1.fastq.gz	SRR2166266_2.fastq.gz
SRR2166269	SRR2166269_1.fastq.gz	SRR2166269_2.fastq.gz
SRR2166275	SRR2166275_1.fastq.gz	SRR2166275_2.fastq.gz
SRR2166282	SRR2166282_1.fastq.gz	SRR2166282_2.fastq.gz
SRR2166285	SRR2166285_1.fastq.gz	SRR2166285_2.fastq.gz
SRR2166288	SRR2166288_1.fastq.gz	SRR2166288_2.fastq.gz
SRR2166291	SRR2166291_1.fastq.gz	SRR2166291_2.fastq.gz
SRR2166298	SRR2166298_1.fastq.gz	SRR2166298_2.fastq.gz
SRR2166301	SRR2166301_1.fastq.gz	SRR2166301_2.fastq.gz
SRR2166305	SRR2166305_1.fastq.gz	SRR2166305_2.fastq.gz
SRR2166308	SRR2166308_1.fastq.gz	SRR2166308_2.fastq.gz
SRR2166351	SRR2166351_1.fastq.gz	SRR2166351_2.fastq.gz
SRR2166361	SRR2166361_1.fastq.gz	SRR2166361_2.fastq.gz
SRR2166364	SRR2166364_1.fastq.gz	SRR2166364_2.fastq.gz
SRR2166369	SRR2166369_1.fastq.gz	SRR2166369_2.fastq.gz
SRR2166372	SRR2166372_1.fastq.gz	SRR2166372_2.fastq.gz
SRR2166376	SRR2166376_1.fastq.gz	SRR2166376_2.fastq.gz
SRR2166414	SRR2166414_1.fastq.gz	SRR2166414_2.fastq.gz
SRR2166417	SRR2166417_1.fastq.gz	SRR2166417_2.fastq.gz
SRR2166420	SRR2166420_1.fastq.gz	SRR2166420_2.fastq.gz
SRR2166459	SRR2166459_1.fastq.gz	SRR2166459_2.fastq.gz
SRR2166497	SRR2166497_1.fastq.gz	SRR2166497_2.fastq.gz
SRR2166500	SRR2166500_1.fastq.gz	SRR2166500_2.fastq.gz
SRR2166504	SRR2166504_1.fastq.gz	SRR2166504_2.fastq.gz
SRR2166507	SRR2166507_1.fastq.gz	SRR2166507_2.fastq.gz
SRR2166515	SRR2166515_1.fastq.gz	SRR2166515_2.fastq.gz
SRR2166524	SRR2166524_1.fastq.gz	SRR2166524_2.fastq.gz
SRR2166564	SRR2166564_1.fastq.gz	SRR2166564_2.fastq.gz
SRR2166567	SRR2166567_1.fastq.gz	SRR2166567_2.fastq.gz
SRR2166570	SRR2166570_1.fastq.gz	SRR2166570_2.fastq.gz
SRR2166609	SRR2166609_1.fastq.gz	SRR2166609_2.fastq.gz
SRR2166621	SRR2166621_1.fastq.gz	SRR2166621_2.fastq.gz
SRR2166645	SRR2166645_1.fastq.gz	SRR2166645_2.fastq.gz
SRR2166648	SRR2166648_1.fastq.gz	SRR2166648_2.fastq.gz
SRR2166688	SRR2166688_1.fastq.gz	SRR2166688_2.fastq.gz
SRR2166691	SRR2166691_1.fastq.gz	SRR2166691_2.fastq.gz
SRR2166694	SRR2166694_1.fastq.gz	SRR2166694_2.fastq.gz
SRR2166697	SRR2166697_1.fastq.gz	SRR2166697_2.fastq.gz
SRR2166700	SRR2166700_1.fastq.gz	SRR2166700_2.fastq.gz
SRR2166708	SRR2166708_1.fastq.gz	SRR2166708_2.fastq.gz
SRR2166748	SRR2166748_1.fastq.gz	SRR2166748_2.fastq.gz
SRR2166787	SRR2166787_1.fastq.gz	SRR2166787_2.fastq.gz
SRR2166827	SRR2166827_1.fastq.gz	SRR2166827_2.fastq.gz
SRR2166830	SRR2166830_1.fastq.gz	SRR2166830_2.fastq.gz
SRR2166843	SRR2166843_1.fastq.gz	SRR2166843_2.fastq.gz
SRR2166849	SRR2166849_1.fastq.gz	SRR2166849_2.fastq.gz
SRR2166865	SRR2166865_1.fastq.gz	SRR2166865_2.fastq.gz
SRR2166868	SRR2166868_1.fastq.gz	SRR2166868_2.fastq.gz
SRR2166871	SRR2166871_1.fastq.gz	SRR2166871_2.fastq.gz
SRR2166874	SRR2166874_1.fastq.gz	SRR2166874_2.fastq.gz
SRR2166915	SRR2166915_1.fastq.gz	SRR2166915_2.fastq.gz
SRR2166920	SRR2166920_1.fastq.gz	SRR2166920_2.fastq.gz
SRR2166924	SRR2166924_1.fastq.gz	SRR2166924_2.fastq.gz
SRR2166939	SRR2166939_1.fastq.gz	SRR2166939_2.fastq.gz
SRR2166948	SRR2166948_1.fastq.gz	SRR2166948_2.fastq.gz
SRR2166951	SRR2166951_1.fastq.gz	SRR2166951_2.fastq.gz
SRR2166960	SRR2166960_1.fastq.gz	SRR2166960_2.fastq.gz
SRR2166998	SRR2166998_1.fastq.gz	SRR2166998_2.fastq.gz
SRR2167002	SRR2167002_1.fastq.gz	SRR2167002_2.fastq.gz
SRR2167027	SRR2167027_1.fastq.gz	SRR2167027_2.fastq.gz
SRR2167030	SRR2167030_1.fastq.gz	SRR2167030_2.fastq.gz
SRR2167068	SRR2167068_1.fastq.gz	SRR2167068_2.fastq.gz
SRR2167072	SRR2167072_1.fastq.gz	SRR2167072_2.fastq.gz
SRR2167104	SRR2167104_1.fastq.gz	SRR2167104_2.fastq.gz
SRR2167107	SRR2167107_1.fastq.gz	SRR2167107_2.fastq.gz
SRR2167110	SRR2167110_1.fastq.gz	SRR2167110_2.fastq.gz
SRR2167118	SRR2167118_1.fastq.gz	SRR2167118_2.fastq.gz
SRR2167121	SRR2167121_1.fastq.gz	SRR2167121_2.fastq.gz
SRR2167124	SRR2167124_1.fastq.gz	SRR2167124_2.fastq.gz
SRR2167128	SRR2167128_1.fastq.gz	SRR2167128_2.fastq.gz
SRR2167131	SRR2167131_1.fastq.gz	SRR2167131_2.fastq.gz
SRR2167134	SRR2167134_1.fastq.gz	SRR2167134_2.fastq.gz
SRR2167137	SRR2167137_1.fastq.gz	SRR2167137_2.fastq.gz
SRR2167140	SRR2167140_1.fastq.gz	SRR2167140_2.fastq.gz
SRR2167143	SRR2167143_1.fastq.gz	SRR2167143_2.fastq.gz
SRR2167146	SRR2167146_1.fastq.gz	SRR2167146_2.fastq.gz
SRR2167152	SRR2167152_1.fastq.gz	SRR2167152_2.fastq.gz
SRR2167159	SRR2167159_1.fastq.gz	SRR2167159_2.fastq.gz
SRR2167162	SRR2167162_1.fastq.gz	SRR2167162_2.fastq.gz
SRR2167206	SRR2167206_1.fastq.gz	SRR2167206_2.fastq.gz
SRR2167209	SRR2167209_1.fastq.gz	SRR2167209_2.fastq.gz
SRR2167253	SRR2167253_1.fastq.gz	SRR2167253_2.fastq.gz
SRR2167256	SRR2167256_1.fastq.gz	SRR2167256_2.fastq.gz
SRR2167259	SRR2167259_1.fastq.gz	SRR2167259_2.fastq.gz
SRR2167271	SRR2167271_1.fastq.gz	SRR2167271_2.fastq.gz
SRR2167274	SRR2167274_1.fastq.gz	SRR2167274_2.fastq.gz
SRR2167277	SRR2167277_1.fastq.gz	SRR2167277_2.fastq.gz
SRR2167281	SRR2167281_1.fastq.gz	SRR2167281_2.fastq.gz
SRR2167284	SRR2167284_1.fastq.gz	SRR2167284_2.fastq.gz
SRR2167287	SRR2167287_1.fastq.gz	SRR2167287_2.fastq.gz
SRR2167290	SRR2167290_1.fastq.gz	SRR2167290_2.fastq.gz
SRR2167293	SRR2167293_1.fastq.gz	SRR2167293_2.fastq.gz
SRR2167309	SRR2167309_1.fastq.gz	SRR2167309_2.fastq.gz
SRR2167332	SRR2167332_1.fastq.gz	SRR2167332_2.fastq.gz
SRR2167335	SRR2167335_1.fastq.gz	SRR2167335_2.fastq.gz
SRR2167359	SRR2167359_1.fastq.gz	SRR2167359_2.fastq.gz
SRR2167362	SRR2167362_1.fastq.gz	SRR2167362_2.fastq.gz
SRR2167365	SRR2167365_1.fastq.gz	SRR2167365_2.fastq.gz
SRR2167368	SRR2167368_1.fastq.gz	SRR2167368_2.fastq.gz
SRR2167371	SRR2167371_1.fastq.gz	SRR2167371_2.fastq.gz
SRR2167378	SRR2167378_1.fastq.gz	SRR2167378_2.fastq.gz
SRR2167381	SRR2167381_1.fastq.gz	SRR2167381_2.fastq.gz
SRR2167384	SRR2167384_1.fastq.gz	SRR2167384_2.fastq.gz
SRR2167387	SRR2167387_1.fastq.gz	SRR2167387_2.fastq.gz
SRR2167393	SRR2167393_1.fastq.gz	SRR2167393_2.fastq.gz
SRR2167397	SRR2167397_1.fastq.gz	SRR2167397_2.fastq.gz
SRR2167400	SRR2167400_1.fastq.gz	SRR2167400_2.fastq.gz
SRR2167408	SRR2167408_1.fastq.gz	SRR2167408_2.fastq.gz
SRR2167414	SRR2167414_1.fastq.gz	SRR2167414_2.fastq.gz
SRR2167417	SRR2167417_1.fastq.gz	SRR2167417_2.fastq.gz
SRR2167421	SRR2167421_1.fastq.gz	SRR2167421_2.fastq.gz
SRR2167428	SRR2167428_1.fastq.gz	SRR2167428_2.fastq.gz
SRR2167434	SRR2167434_1.fastq.gz	SRR2167434_2.fastq.gz
SRR2167437	SRR2167437_1.fastq.gz	SRR2167437_2.fastq.gz
SRR2167440	SRR2167440_1.fastq.gz	SRR2167440_2.fastq.gz
SRR2167443	SRR2167443_1.fastq.gz	SRR2167443_2.fastq.gz
SRR2167464	SRR2167464_1.fastq.gz	SRR2167464_2.fastq.gz
SRR2167467	SRR2167467_1.fastq.gz	SRR2167467_2.fastq.gz
SRR2167470	SRR2167470_1.fastq.gz	SRR2167470_2.fastq.gz
SRR2167483	SRR2167483_1.fastq.gz	SRR2167483_2.fastq.gz
SRR2167486	SRR2167486_1.fastq.gz	SRR2167486_2.fastq.gz
SRR2167493	SRR2167493_1.fastq.gz	SRR2167493_2.fastq.gz
SRR2167496	SRR2167496_1.fastq.gz	SRR2167496_2.fastq.gz
SRR2167540	SRR2167540_1.fastq.gz	SRR2167540_2.fastq.gz
SRR2167543	SRR2167543_1.fastq.gz	SRR2167543_2.fastq.gz
SRR2167551	SRR2167551_1.fastq.gz	SRR2167551_2.fastq.gz
SRR2167589	SRR2167589_1.fastq.gz	SRR2167589_2.fastq.gz
SRR2167603	SRR2167603_1.fastq.gz	SRR2167603_2.fastq.gz
SRR2167623	SRR2167623_1.fastq.gz	SRR2167623_2.fastq.gz
SRR2167642	SRR2167642_1.fastq.gz	SRR2167642_2.fastq.gz
SRR2167693	SRR2167693_1.fastq.gz	SRR2167693_2.fastq.gz
SRR2167696	SRR2167696_1.fastq.gz	SRR2167696_2.fastq.gz
SRR2167707	SRR2167707_1.fastq.gz	SRR2167707_2.fastq.gz
SRR2167710	SRR2167710_1.fastq.gz	SRR2167710_2.fastq.gz
SRR2167748	SRR2167748_1.fastq.gz	SRR2167748_2.fastq.gz
SRR2167756	SRR2167756_1.fastq.gz	SRR2167756_2.fastq.gz
SRR2167760	SRR2167760_1.fastq.gz	SRR2167760_2.fastq.gz
SRR2167790	SRR2167790_1.fastq.gz	SRR2167790_2.fastq.gz
SRR2167798	SRR2167798_1.fastq.gz	SRR2167798_2.fastq.gz
SRR2167847	SRR2167847_1.fastq.gz	SRR2167847_2.fastq.gz
SRR2167850	SRR2167850_1.fastq.gz	SRR2167850_2.fastq.gz
SRR2167854	SRR2167854_1.fastq.gz	SRR2167854_2.fastq.gz
SRR2167857	SRR2167857_1.fastq.gz	SRR2167857_2.fastq.gz
SRR2167895	SRR2167895_1.fastq.gz	SRR2167895_2.fastq.gz
SRR2167898	SRR2167898_1.fastq.gz	SRR2167898_2.fastq.gz
SRR2167936	SRR2167936_1.fastq.gz	SRR2167936_2.fastq.gz
SRR2167939	SRR2167939_1.fastq.gz	SRR2167939_2.fastq.gz
SRR2167942	SRR2167942_1.fastq.gz	SRR2167942_2.fastq.gz
SRR2167950	SRR2167950_1.fastq.gz	SRR2167950_2.fastq.gz
SRR2167953	SRR2167953_1.fastq.gz	SRR2167953_2.fastq.gz
SRR2167957	SRR2167957_1.fastq.gz	SRR2167957_2.fastq.gz
SRR2167960	SRR2167960_1.fastq.gz	SRR2167960_2.fastq.gz
SRR2167963	SRR2167963_1.fastq.gz	SRR2167963_2.fastq.gz
SRR2168286	SRR2168286_1.fastq.gz	SRR2168286_2.fastq.gz
SRR2168325	SRR2168325_1.fastq.gz	SRR2168325_2.fastq.gz
SRR2168332	SRR2168332_1.fastq.gz	SRR2168332_2.fastq.gz
SRR2168414	SRR2168414_1.fastq.gz	SRR2168414_2.fastq.gz
SRR2168417	SRR2168417_1.fastq.gz	SRR2168417_2.fastq.gz
SRR2168744	SRR2168744_1.fastq.gz	SRR2168744_2.fastq.gz
SRR2170126	SRR2170126_1.fastq.gz	SRR2170126_2.fastq.gz
SRR2170129	SRR2170129_1.fastq.gz	SRR2170129_2.fastq.gz
SRR2170132	SRR2170132_1.fastq.gz	SRR2170132_2.fastq.gz
SRR2170135	SRR2170135_1.fastq.gz	SRR2170135_2.fastq.gz
SRR2170173	SRR2170173_1.fastq.gz	SRR2170173_2.fastq.gz
SRR2170211	SRR2170211_1.fastq.gz	SRR2170211_2.fastq.gz
SRR2170214	SRR2170214_1.fastq.gz	SRR2170214_2.fastq.gz
SRR2170217	SRR2170217_1.fastq.gz	SRR2170217_2.fastq.gz
SRR2170408	SRR2170408_1.fastq.gz	SRR2170408_2.fastq.gz
SRR2170447	SRR2170447_1.fastq.gz	SRR2170447_2.fastq.gz
SRR2170487	SRR2170487_1.fastq.gz	SRR2170487_2.fastq.gz
SRR2170490	SRR2170490_1.fastq.gz	SRR2170490_2.fastq.gz
SRR2170530	SRR2170530_1.fastq.gz	SRR2170530_2.fastq.gz
SRR2170534	SRR2170534_1.fastq.gz	SRR2170534_2.fastq.gz
SRR2170537	SRR2170537_1.fastq.gz	SRR2170537_2.fastq.gz
SRR2170577	SRR2170577_1.fastq.gz	SRR2170577_2.fastq.gz
SRR2170622	SRR2170622_1.fastq.gz	SRR2170622_2.fastq.gz
SRR2170647	SRR2170647_1.fastq.gz	SRR2170647_2.fastq.gz
SRR2170653	SRR2170653_1.fastq.gz	SRR2170653_2.fastq.gz
SRR2170656	SRR2170656_1.fastq.gz	SRR2170656_2.fastq.gz
SRR2170674	SRR2170674_1.fastq.gz	SRR2170674_2.fastq.gz
SRR2170692	SRR2170692_1.fastq.gz	SRR2170692_2.fastq.gz
SRR2170696	SRR2170696_1.fastq.gz	SRR2170696_2.fastq.gz
SRR2170734	SRR2170734_1.fastq.gz	SRR2170734_2.fastq.gz
SRR2170737	SRR2170737_1.fastq.gz	SRR2170737_2.fastq.gz
SRR2170741	SRR2170741_1.fastq.gz	SRR2170741_2.fastq.gz
SRR2170744	SRR2170744_1.fastq.gz	SRR2170744_2.fastq.gz
SRR2170746	SRR2170746_1.fastq.gz	SRR2170746_2.fastq.gz
SRR2170749	SRR2170749_1.fastq.gz	SRR2170749_2.fastq.gz
SRR2170752	SRR2170752_1.fastq.gz	SRR2170752_2.fastq.gz
SRR2170783	SRR2170783_1.fastq.gz	SRR2170783_2.fastq.gz
SRR2170786	SRR2170786_1.fastq.gz	SRR2170786_2.fastq.gz
SRR2170789	SRR2170789_1.fastq.gz	SRR2170789_2.fastq.gz
SRR2170792	SRR2170792_1.fastq.gz	SRR2170792_2.fastq.gz
SRR2170795	SRR2170795_1.fastq.gz	SRR2170795_2.fastq.gz
SRR2170827	SRR2170827_1.fastq.gz	SRR2170827_2.fastq.gz
SRR2170864	SRR2170864_1.fastq.gz	SRR2170864_2.fastq.gz
SRR2170918	SRR2170918_1.fastq.gz	SRR2170918_2.fastq.gz
SRR2170921	SRR2170921_1.fastq.gz	SRR2170921_2.fastq.gz
SRR2184827	SRR2184827_1.fastq.gz	SRR2184827_2.fastq.gz
SRR2184865	SRR2184865_1.fastq.gz	SRR2184865_2.fastq.gz
SRR2184904	SRR2184904_1.fastq.gz	SRR2184904_2.fastq.gz
SRR2184942	SRR2184942_1.fastq.gz	SRR2184942_2.fastq.gz
SRR2184980	SRR2184980_1.fastq.gz	SRR2184980_2.fastq.gz
SRR2185018	SRR2185018_1.fastq.gz	SRR2185018_2.fastq.gz
SRR2185057	SRR2185057_1.fastq.gz	SRR2185057_2.fastq.gz
SRR2185097	SRR2185097_1.fastq.gz	SRR2185097_2.fastq.gz
SRR2185137	SRR2185137_1.fastq.gz	SRR2185137_2.fastq.gz
SRR2185195	SRR2185195_1.fastq.gz	SRR2185195_2.fastq.gz
SRR2185233	SRR2185233_1.fastq.gz	SRR2185233_2.fastq.gz
SRR3376810	SRR3376810_1.fastq.gz	SRR3376810_2.fastq.gz
SRR3377319	SRR3377319_1.fastq.gz	SRR3377319_2.fastq.gz
SRR3378224	SRR3378224_1.fastq.gz	SRR3378224_2.fastq.gz
SRR3378307	SRR3378307_1.fastq.gz	SRR3378307_2.fastq.gz
SRR3379686	SRR3379686_1.fastq.gz	SRR3379686_2.fastq.gz
SRR3381016	SRR3381016_1.fastq.gz	SRR3381016_2.fastq.gz
SRR3381081	SRR3381081_1.fastq.gz	SRR3381081_2.fastq.gz
SRR3381264	SRR3381264_1.fastq.gz	SRR3381264_2.fastq.gz
SRR3381437	SRR3381437_1.fastq.gz	SRR3381437_2.fastq.gz
SRR3381641	SRR3381641_1.fastq.gz	SRR3381641_2.fastq.gz
SRR3381908	SRR3381908_1.fastq.gz	SRR3381908_2.fastq.gz
SRR3382576	SRR3382576_1.fastq.gz	SRR3382576_2.fastq.gz
SRR3382610	SRR3382610_1.fastq.gz	SRR3382610_2.fastq.gz
SRR3383159	SRR3383159_1.fastq.gz	SRR3383159_2.fastq.gz
SRR3391600	SRR3391600_1.fastq.gz	SRR3391600_2.fastq.gz
SRR3395685	SRR3395685_1.fastq.gz	SRR3395685_2.fastq.gz
SRR3395838	SRR3395838_1.fastq.gz	SRR3395838_2.fastq.gz
SRR3438382	SRR3438382_1.fastq.gz	SRR3438382_2.fastq.gz
SRR3438481	SRR3438481_1.fastq.gz	SRR3438481_2.fastq.gz
SRR3438991	SRR3438991_1.fastq.gz	SRR3438991_2.fastq.gz
SRR3439523	SRR3439523_1.fastq.gz	SRR3439523_2.fastq.gz
SRR3439584	SRR3439584_1.fastq.gz	SRR3439584_2.fastq.gz
SRR3439902	SRR3439902_1.fastq.gz	SRR3439902_2.fastq.gz
SRR3440010	SRR3440010_1.fastq.gz	SRR3440010_2.fastq.gz
SRR3441263	SRR3441263_1.fastq.gz	SRR3441263_2.fastq.gz
SRR3441280	SRR3441280_1.fastq.gz	SRR3441280_2.fastq.gz
SRR3441342	SRR3441342_1.fastq.gz	SRR3441342_2.fastq.gz
SRR3441372	SRR3441372_1.fastq.gz	SRR3441372_2.fastq.gz
SRR3453094	SRR3453094_1.fastq.gz	SRR3453094_2.fastq.gz
SRR3466455	SRR3466455_1.fastq.gz	SRR3466455_2.fastq.gz
SRR3466512	SRR3466512_1.fastq.gz	SRR3466512_2.fastq.gz
SRR3466740	SRR3466740_1.fastq.gz	SRR3466740_2.fastq.gz
SRR3471463	SRR3471463_1.fastq.gz	SRR3471463_2.fastq.gz
SRR3471479	SRR3471479_1.fastq.gz	SRR3471479_2.fastq.gz
SRR3472853	SRR3472853_1.fastq.gz	SRR3472853_2.fastq.gz
SRR3472880	SRR3472880_1.fastq.gz	SRR3472880_2.fastq.gz
SRR3474068	SRR3474068_1.fastq.gz	SRR3474068_2.fastq.gz
SRR3476041	SRR3476041_1.fastq.gz	SRR3476041_2.fastq.gz
SRR3476267	SRR3476267_1.fastq.gz	SRR3476267_2.fastq.gz
SRR3476348	SRR3476348_1.fastq.gz	SRR3476348_2.fastq.gz
SRR3476445	SRR3476445_1.fastq.gz	SRR3476445_2.fastq.gz
SRR3476467	SRR3476467_1.fastq.gz	SRR3476467_2.fastq.gz
SRR3476647	SRR3476647_1.fastq.gz	SRR3476647_2.fastq.gz
SRR3476691	SRR3476691_1.fastq.gz	SRR3476691_2.fastq.gz
SRR3476707	SRR3476707_1.fastq.gz	SRR3476707_2.fastq.gz
SRR3476723	SRR3476723_1.fastq.gz	SRR3476723_2.fastq.gz
SRR3476936	SRR3476936_1.fastq.gz	SRR3476936_2.fastq.gz
SRR3477214	SRR3477214_1.fastq.gz	SRR3477214_2.fastq.gz
SRR3477841	SRR3477841_1.fastq.gz	SRR3477841_2.fastq.gz
SRR3477868	SRR3477868_1.fastq.gz	SRR3477868_2.fastq.gz
SRR3477964	SRR3477964_1.fastq.gz	SRR3477964_2.fastq.gz
SRR3478368	SRR3478368_1.fastq.gz	SRR3478368_2.fastq.gz
SRR3478390	SRR3478390_1.fastq.gz	SRR3478390_2.fastq.gz
SRR3478446	SRR3478446_1.fastq.gz	SRR3478446_2.fastq.gz
SRR3478462	SRR3478462_1.fastq.gz	SRR3478462_2.fastq.gz
SRR3478479	SRR3478479_1.fastq.gz	SRR3478479_2.fastq.gz
SRR3478496	SRR3478496_1.fastq.gz	SRR3478496_2.fastq.gz
SRR3478515	SRR3478515_1.fastq.gz	SRR3478515_2.fastq.gz
SRR3478531	SRR3478531_1.fastq.gz	SRR3478531_2.fastq.gz
SRR3478547	SRR3478547_1.fastq.gz	SRR3478547_2.fastq.gz
SRR3478600	SRR3478600_1.fastq.gz	SRR3478600_2.fastq.gz
SRR3478722	SRR3478722_1.fastq.gz	SRR3478722_2.fastq.gz
SRR3478926	SRR3478926_1.fastq.gz	SRR3478926_2.fastq.gz
SRR3478950	SRR3478950_1.fastq.gz	SRR3478950_2.fastq.gz
SRR3479002	SRR3479002_1.fastq.gz	SRR3479002_2.fastq.gz
SRR3481835	SRR3481835_1.fastq.gz	SRR3481835_2.fastq.gz
SRR3483454	SRR3483454_1.fastq.gz	SRR3483454_2.fastq.gz
SRR3484662	SRR3484662_1.fastq.gz	SRR3484662_2.fastq.gz
SRR3496122	SRR3496122_1.fastq.gz	SRR3496122_2.fastq.gz
SRR3496319	SRR3496319_1.fastq.gz	SRR3496319_2.fastq.gz
SRR3496381	SRR3496381_1.fastq.gz	SRR3496381_2.fastq.gz
SRR3497169	SRR3497169_1.fastq.gz	SRR3497169_2.fastq.gz
SRR3497185	SRR3497185_1.fastq.gz	SRR3497185_2.fastq.gz
SRR3499363	SRR3499363_1.fastq.gz	SRR3499363_2.fastq.gz
SRR3499748	SRR3499748_1.fastq.gz	SRR3499748_2.fastq.gz
SRR3500709	SRR3500709_1.fastq.gz	SRR3500709_2.fastq.gz
SRR3500725	SRR3500725_1.fastq.gz	SRR3500725_2.fastq.gz
SRR3500918	SRR3500918_1.fastq.gz	SRR3500918_2.fastq.gz
SRR595926	SRR595926_1.fastq.gz	SRR595926_2.fastq.gz
SRR597927	SRR597927_1.fastq.gz	SRR597927_2.fastq.gz
SRR597952	SRR597952_1.fastq.gz	SRR597952_2.fastq.gz
SRR598009	SRR598009_1.fastq.gz	SRR598009_2.fastq.gz
SRR598068	SRR598068_1.fastq.gz	SRR598068_2.fastq.gz
SRR598124	SRR598124_1.fastq.gz	SRR598124_2.fastq.gz
SRR598172	SRR598172_1.fastq.gz	SRR598172_2.fastq.gz
SRR598220	SRR598220_1.fastq.gz	SRR598220_2.fastq.gz
SRR598253	SRR598253_1.fastq.gz	SRR598253_2.fastq.gz
SRR598276	SRR598276_1.fastq.gz	SRR598276_2.fastq.gz
SRR598300	SRR598300_1.fastq.gz	SRR598300_2.fastq.gz
SRR598332	SRR598332_1.fastq.gz	SRR598332_2.fastq.gz
SRR598364	SRR598364_1.fastq.gz	SRR598364_2.fastq.gz
SRR598428	SRR598428_1.fastq.gz	SRR598428_2.fastq.gz
SRR598484	SRR598484_1.fastq.gz	SRR598484_2.fastq.gz
SRR598509	SRR598509_1.fastq.gz	SRR598509_2.fastq.gz
SRR598533	SRR598533_1.fastq.gz	SRR598533_2.fastq.gz
SRR598565	SRR598565_1.fastq.gz	SRR598565_2.fastq.gz
SRR598589	SRR598589_1.fastq.gz	SRR598589_2.fastq.gz
SRR598638	SRR598638_1.fastq.gz	SRR598638_2.fastq.gz
SRR598671	SRR598671_1.fastq.gz	SRR598671_2.fastq.gz
SRR598695	SRR598695_1.fastq.gz	SRR598695_2.fastq.gz
SRR598749	SRR598749_1.fastq.gz	SRR598749_2.fastq.gz
SRR598768	SRR598768_1.fastq.gz	SRR598768_2.fastq.gz
SRR598862	SRR598862_1.fastq.gz	SRR598862_2.fastq.gz
SRR598894	SRR598894_1.fastq.gz	SRR598894_2.fastq.gz
SRR599025	SRR599025_1.fastq.gz	SRR599025_2.fastq.gz
SRR599059	SRR599059_1.fastq.gz	SRR599059_2.fastq.gz
SRR599086	SRR599086_1.fastq.gz	SRR599086_2.fastq.gz
SRR599122	SRR599122_1.fastq.gz	SRR599122_2.fastq.gz
SRR599154	SRR599154_1.fastq.gz	SRR599154_2.fastq.gz
SRR599192	SRR599192_1.fastq.gz	SRR599192_2.fastq.gz
SRR599225	SRR599225_1.fastq.gz	SRR599225_2.fastq.gz
SRR599281	SRR599281_1.fastq.gz	SRR599281_2.fastq.gz
SRR599313	SRR599313_1.fastq.gz	SRR599313_2.fastq.gz
SRR599346	SRR599346_1.fastq.gz	SRR599346_2.fastq.gz
SRR599486	SRR599486_1.fastq.gz	SRR599486_2.fastq.gz
SRR599510	SRR599510_1.fastq.gz	SRR599510_2.fastq.gz
SRR600348	SRR600348_1.fastq.gz	SRR600348_2.fastq.gz
SRR600361	SRR600361_1.fastq.gz	SRR600361_2.fastq.gz
SRR600445	SRR600445_1.fastq.gz	SRR600445_2.fastq.gz
